,0,1,2,3,4,5,int_token,str_token
51,JORFTEXT000048734605,JORFARTI000048734606,1,,1,"Par décret du Président de la République en date du 29 décembre 2023, pris sur le rapport de la Première ministre et des ministres et visé pour son exécution par le grand chancelier de la Légion d'honneur, vu les déclarations du conseil de l'ordre portant que les présentes promotions sont faites en conformité des lois, décrets et règlements en vigueur, le conseil des ministres entendu, sont promus, pour prendre rang à compter de la date de réception dans leur grade :","[53, 70, 6, 358, 3, 7, 55, 19, 38, 6, 381, 75, 54, 543, 72, 22, 1647, 3, 7, 90, 290, 34, 12, 13, 34, 10, 12, 1213, 37, 273, 8, 148, 36, 22, 1315, 3494, 3, 7, 1934, 16, 4, 1873, 5, 1239, 25, 1761, 10, 6, 267, 3, 9, 4, 636, 44, 171, 25, 47, 88, 899, 10, 52, 1221, 88, 19, 2522, 13, 373, 10, 5, 70, 10, 12, 937, 10, 19, 478, 5, 22, 267, 13, 34, 10, 4505, 5, 52, 2479, 10, 5, 37, 8, 1299, 1810, 14, 64, 28, 3, 7, 38, 3, 2143, 43, 257, 261, 27]","['▁Par', '▁décret', '▁du', '▁Président', '▁de', '▁la', '▁République', '▁en', '▁date', '▁du', '▁29', '▁décembre', '▁2023,', '▁pris', '▁sur', '▁le', '▁rapport', '▁de', '▁la', '▁P', 'remière', '▁ministre', '▁et', '▁des', '▁ministre', 's', '▁et', '▁visé', '▁pour', '▁son', '▁', 'exécution', '▁par', '▁le', '▁grand', '▁chancelier', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁vu', '▁les', '▁déclaration', 's', '▁du', '▁conseil', '▁de', '▁l', ""'"", 'ordre', '▁portant', '▁que', '▁les', '▁présent', 'es', '▁promotion', 's', '▁sont', '▁fait', 'es', '▁en', '▁conformité', '▁des', '▁loi', 's', ',', '▁décret', 's', '▁et', '▁règlement', 's', '▁en', '▁vigueur', ',', '▁le', '▁conseil', '▁des', '▁ministre', 's', '▁entendu', ',', '▁sont', '▁promu', 's', ',', '▁pour', '▁', 'prendre', '▁rang', '▁à', '▁compt', 'er', '▁de', '▁la', '▁date', '▁de', '▁réception', '▁dans', '▁leur', '▁grade', '▁:']"
52,JORFTEXT000048734605,JORFARTI000048734606,1,,2,Grande chancellerie de la Légion d'honneur,"[1681, 18, 3920, 3, 7, 1934, 16, 4, 1873]","['▁Grand', 'e', '▁chancellerie', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
53,JORFTEXT000048734605,JORFARTI000048734606,1,,3,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
54,JORFTEXT000048734605,JORFARTI000048734606,1,,4,"M. Carosella (Edgardo, Delfino), directeur de recherche, chef de service honoraire en hémato-immunologie. Officier du 20 décembre 2016.","[30, 11, 1814, 1717, 2984, 21, 179, 172, 204, 1069, 178, 5, 108, 432, 1037, 178, 59, 87, 3, 316, 5, 394, 3, 235, 2098, 19, 8, 1223, 666, 663, 17, 624, 436, 74, 1460, 11, 3227, 6, 218, 75, 844, 11]","['▁M', '.', '▁Car', 'ose', 'lla', '▁(', 'E', 'd', 'g', 'ard', 'o', ',', '▁D', 'el', 'fin', 'o', '),', '▁directeur', '▁de', '▁recherche', ',', '▁chef', '▁de', '▁service', '▁honoraire', '▁en', '▁', 'hé', 'ma', 'to', '-', 'im', 'm', 'un', 'ologie', '.', '▁Officier', '▁du', '▁20', '▁décembre', '▁2016', '.']"
55,JORFTEXT000048734605,JORFARTI000048734606,1,,5,Première ministre,"[90, 290, 34]","['▁P', 'remière', '▁ministre']"
56,JORFTEXT000048734605,JORFARTI000048734606,1,,6,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
57,JORFTEXT000048734605,JORFARTI000048734606,1,,7,"Mme Jolliet (Pascale, Marie, Élisabeth), présidente du conseil d'administration de l'Ecole des hautes études en santé publique, directrice du pôle santé d'une université. Officier du 16 mars 2016.","[48, 2188, 1822, 296, 21, 3123, 18, 5, 449, 5, 8, 384, 517, 10, 762, 18, 839, 59, 1051, 6, 267, 16, 4, 118, 3, 9, 4, 656, 13, 3536, 907, 19, 132, 220, 5, 297, 6, 1979, 132, 16, 4, 56, 341, 11, 3227, 6, 275, 120, 844, 11]","['▁Mme', '▁Jo', 'lli', 'et', '▁(', 'Pascal', 'e', ',', '▁Marie', ',', '▁', 'É', 'li', 's', 'ab', 'e', 'th', '),', '▁présidente', '▁du', '▁conseil', '▁d', ""'"", 'administration', '▁de', '▁l', ""'"", 'Ecole', '▁des', '▁hautes', '▁études', '▁en', '▁santé', '▁publique', ',', '▁directrice', '▁du', '▁pôle', '▁santé', '▁d', ""'"", 'une', '▁université', '.', '▁Officier', '▁du', '▁16', '▁mars', '▁2016', '.']"
58,JORFTEXT000048734605,JORFARTI000048734606,1,,8,"M. Perrette (Octave, Tiburce), ancien combattant, bénévole associatif. Officier du 20 juin 2018.","[30, 11, 90, 28, 83, 736, 21, 347, 185, 842, 662, 5, 253, 212, 315, 441, 835, 59, 2551, 3793, 5, 366, 81, 1242, 1366, 365, 8, 1089, 1222, 655, 1444, 11, 3227, 6, 218, 116, 936, 11]","['▁M', '.', '▁P', 'er', 'r', 'ette', '▁(', 'O', 'c', 'ta', 've', ',', '▁T', 'i', 'b', 'ur', 'ce', '),', '▁ancien', '▁combattant', ',', '▁b', 'é', 'né', 'vo', 'le', '▁', 'ass', 'oc', 'ia', 'tif', '.', '▁Officier', '▁du', '▁20', '▁juin', '▁2018', '.']"
59,JORFTEXT000048734605,JORFARTI000048734606,1,,9,Ministère de l'intérieur et des outre-mer,"[2783, 3, 9, 4, 238, 12, 13, 226, 17, 198]","['▁Ministère', '▁de', '▁l', ""'"", 'intérieur', '▁et', '▁des', '▁outre', '-', 'mer']"
60,JORFTEXT000048734605,JORFARTI000048734606,1,,10,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
61,JORFTEXT000048734605,JORFARTI000048734606,1,,11,"Mme Chevalier, née de Bortoli (Josiane, Monique, Yvette), préfète de la région Grand-Est, préfète de la zone de défense et de sécurité Est, préfète du Bas-Rhin. Officier du 14 février 2018.","[48, 906, 18, 1101, 1025, 5, 485, 3, 94, 299, 663, 517, 21, 537, 178, 10, 2352, 5, 3873, 5, 1959, 448, 736, 59, 1826, 3, 7, 404, 1681, 17, 2726, 5, 1826, 3, 7, 552, 3, 451, 12, 3, 123, 791, 5, 1826, 6, 8, 2343, 17, 2622, 11, 3227, 6, 313, 135, 936, 11]","['▁Mme', '▁Ch', 'e', 'val', 'ier', ',', '▁née', '▁de', '▁B', 'or', 'to', 'li', '▁(', 'J', 'o', 's', 'iane', ',', '▁Monique', ',', '▁Y', 'v', 'ette', '),', '▁préfète', '▁de', '▁la', '▁région', '▁Grand', '-', 'Est', ',', '▁préfète', '▁de', '▁la', '▁zone', '▁de', '▁défense', '▁et', '▁de', '▁sécurité', '▁Est', ',', '▁préfète', '▁du', '▁', 'Bas', '-', 'Rhin', '.', '▁Officier', '▁du', '▁14', '▁février', '▁2018', '.']"
62,JORFTEXT000048734605,JORFARTI000048734606,1,,12,Ministère de l'Europe et des affaires étrangères,"[2783, 3, 9, 4, 631, 12, 13, 8, 284, 511]","['▁Ministère', '▁de', '▁l', ""'"", 'Europe', '▁et', '▁des', '▁', 'affaires', '▁étrangères']"
63,JORFTEXT000048734605,JORFARTI000048734606,1,,13,PERSONNEL,"[1586, 1484, 3118]","['▁PER', 'SON', 'NEL']"
64,JORFTEXT000048734605,JORFARTI000048734606,1,,14,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
65,JORFTEXT000048734605,JORFARTI000048734606,1,,15,"M. Parant (André, Jean, Claude), ancien ministre plénipotentiaire, ancien ambassadeur extraordinaire et plénipotentiaire en Tunisie. Officier du 11 septembre 2018.","[30, 11, 53, 92, 21, 4654, 5, 387, 5, 2469, 59, 2551, 34, 8, 2153, 5, 2551, 3035, 1874, 12, 8, 2153, 19, 8, 771, 11, 3227, 6, 311, 112, 936, 11]","['▁M', '.', '▁Par', 'ant', '▁(', 'André', ',', '▁Jean', ',', '▁Claude', '),', '▁ancien', '▁ministre', '▁', 'plénipotentiaire', ',', '▁ancien', '▁ambassadeur', '▁extraordinaire', '▁et', '▁', 'plénipotentiaire', '▁en', '▁', 'Tunisie', '.', '▁Officier', '▁du', '▁11', '▁septembre', '▁2018', '.']"
66,JORFTEXT000048734605,JORFARTI000048734606,1,,16,Ministère de la justice,"[2783, 3, 7, 127]","['▁Ministère', '▁de', '▁la', '▁justice']"
67,JORFTEXT000048734605,JORFARTI000048734606,1,,17,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
68,JORFTEXT000048734605,JORFARTI000048734606,1,,18,"Mme Belliard, née Kleiber (Edwige), conseillère d'Etat, membre de la Cour permanente d'arbitrage de La Haye. Officier du 8 février 2008.","[48, 94, 18, 1822, 1069, 5, 485, 460, 365, 212, 315, 28, 21, 179, 172, 692, 1194, 18, 59, 695, 16, 4, 101, 5, 278, 3, 7, 718, 2308, 16, 4, 389, 1600, 794, 582, 3, 80, 439, 946, 18, 11, 3227, 6, 223, 135, 1392, 11]","['▁Mme', '▁B', 'e', 'lli', 'ard', ',', '▁née', '▁K', 'le', 'i', 'b', 'er', '▁(', 'E', 'd', 'w', 'ig', 'e', '),', '▁conseillère', '▁d', ""'"", 'Etat', ',', '▁membre', '▁de', '▁la', '▁Cour', '▁permanente', '▁d', ""'"", 'ar', 'bi', 'tra', 'ge', '▁de', '▁La', '▁H', 'ay', 'e', '.', '▁Officier', '▁du', '▁8', '▁février', '▁2008', '.']"
69,JORFTEXT000048734605,JORFARTI000048734606,1,,19,Ministère de l'éducation nationale et de la jeunesse,"[2783, 3, 9, 4, 423, 73, 12, 3, 7, 596]","['▁Ministère', '▁de', '▁l', ""'"", 'éducation', '▁nationale', '▁et', '▁de', '▁la', '▁jeunesse']"
70,JORFTEXT000048734605,JORFARTI000048734606,1,,20,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
71,JORFTEXT000048734605,JORFARTI000048734606,1,,21,"M. Rufo (Marcel, Louis), pédopsychiatre. Officier du 6 mars 2013.","[30, 11, 103, 1478, 178, 21, 2385, 432, 5, 1721, 59, 409, 81, 172, 765, 10, 245, 3049, 321, 209, 11, 3227, 6, 161, 120, 1482, 11]","['▁M', '.', '▁R', 'uf', 'o', '▁(', 'Marc', 'el', ',', '▁Louis', '),', '▁p', 'é', 'd', 'op', 's', 'y', 'chi', 'at', 're', '.', '▁Officier', '▁du', '▁6', '▁mars', '▁2013', '.']"
72,JORFTEXT000048734605,JORFARTI000048734606,1,,22,Ministère de l'enseignement supérieur et de la recherche,"[2783, 3, 9, 4, 318, 252, 12, 3, 7, 316]","['▁Ministère', '▁de', '▁l', ""'"", 'enseignement', '▁supérieur', '▁et', '▁de', '▁la', '▁recherche']"
73,JORFTEXT000048734605,JORFARTI000048734606,1,,23,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
74,JORFTEXT000048734605,JORFARTI000048734606,1,,24,"M. Clervoy (Jean-François, André), ancien spationaute à l'Agence spatiale européenne, président d'honneur d'une filiale du Centre national d'études spatiales. Officier du 24 janvier 2003.","[30, 11, 115, 149, 28, 1366, 245, 21, 1158, 17, 1196, 5, 2455, 59, 2551, 8, 10, 207, 166, 248, 571, 14, 9, 4, 698, 4678, 18, 1697, 5, 473, 16, 4, 1873, 16, 4, 56, 547, 2287, 667, 6, 872, 194, 16, 4, 1424, 4678, 88, 11, 3227, 6, 269, 100, 2148, 11]","['▁M', '.', '▁C', 'l', 'er', 'vo', 'y', '▁(', 'Jean', '-', 'François', ',', '▁André', '),', '▁ancien', '▁', 's', 'p', 'ation', 'au', 'te', '▁à', '▁l', ""'"", 'Agence', '▁spatial', 'e', '▁européenne', ',', '▁président', '▁d', ""'"", 'honneur', '▁d', ""'"", 'une', '▁f', 'ili', 'ale', '▁du', '▁Centre', '▁national', '▁d', ""'"", 'études', '▁spatial', 'es', '.', '▁Officier', '▁du', '▁24', '▁janvier', '▁2003', '.']"
75,JORFTEXT000048734605,JORFARTI000048734606,1,,25,Ministère de l'agriculture et de la souveraineté alimentaire,"[2783, 3, 9, 4, 338, 12, 3, 7, 162, 514]","['▁Ministère', '▁de', '▁l', ""'"", 'agriculture', '▁et', '▁de', '▁la', '▁souveraineté', '▁alimentaire']"
76,JORFTEXT000048734605,JORFARTI000048734606,1,,26,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
77,JORFTEXT000048734605,JORFARTI000048734606,1,,27,"M. Legay (Guy, Georges, Antoine), chef cuisinier. Officier du 13 avril 2000.","[30, 11, 49, 204, 946, 21, 176, 2311, 5, 8, 2694, 5, 2331, 59, 394, 8, 1560, 251, 2631, 28, 11, 3227, 6, 224, 133, 2395, 11]","['▁M', '.', '▁Le', 'g', 'ay', '▁(', 'G', 'uy', ',', '▁', 'Georges', ',', '▁Antoine', '),', '▁chef', '▁', 'cu', 'is', 'ini', 'er', '.', '▁Officier', '▁du', '▁13', '▁avril', '▁2000', '.']"
78,JORFTEXT000048734605,JORFARTI000048734606,1,,28,Ministère de la transition écologique et de la cohésion des territoires,"[2783, 3, 7, 301, 374, 12, 3, 7, 367, 13, 327]","['▁Ministère', '▁de', '▁la', '▁transition', '▁écologique', '▁et', '▁de', '▁la', '▁cohésion', '▁des', '▁territoires']"
79,JORFTEXT000048734605,JORFARTI000048734606,1,,29,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
80,JORFTEXT000048734605,JORFARTI000048734606,1,,30,"M. Flajolet (André, Alain, Justin), ancien député du Pas-de-Calais, maire de Saint-Venant. Officier du 21 octobre 2017.","[30, 11, 236, 415, 564, 446, 296, 21, 4654, 5, 2036, 5, 2818, 124, 280, 59, 2551, 3837, 6, 8, 2954, 17, 77, 17, 2840, 5, 134, 209, 3, 438, 17, 266, 291, 92, 11, 3227, 6, 190, 122, 841, 11]","['▁M', '.', '▁F', 'la', 'j', 'ol', 'et', '▁(', 'André', ',', '▁Alain', ',', '▁Jus', 't', 'in', '),', '▁ancien', '▁député', '▁du', '▁', 'Pas', '-', 'de', '-', 'Calais', ',', '▁mai', 're', '▁de', '▁Saint', '-', 'V', 'en', 'ant', '.', '▁Officier', '▁du', '▁21', '▁octobre', '▁2017', '.']"
81,JORFTEXT000048734605,JORFARTI000048734606,1,,31,Ministère de la santé et de la prévention,"[2783, 3, 7, 132, 12, 3, 7, 411]","['▁Ministère', '▁de', '▁la', '▁santé', '▁et', '▁de', '▁la', '▁prévention']"
82,JORFTEXT000048734605,JORFARTI000048734606,1,,32,Au grade de commandeur,"[191, 261, 3, 3281, 441]","['▁Au', '▁grade', '▁de', '▁commande', 'ur']"
83,JORFTEXT000048734605,JORFARTI000048734606,1,,33,"M. Couty (Édouard), ancien médiateur national pour les personnels des établissements publics de santé. Officier du 10 octobre 2011.","[30, 11, 115, 1452, 245, 21, 384, 172, 330, 1069, 59, 2551, 4327, 822, 194, 37, 25, 774, 13, 490, 130, 3, 132, 11, 3227, 6, 272, 122, 1772, 11]","['▁M', '.', '▁C', 'out', 'y', '▁(', 'É', 'd', 'ou', 'ard', '),', '▁ancien', '▁médiat', 'eur', '▁national', '▁pour', '▁les', '▁personnels', '▁des', '▁établissements', '▁publics', '▁de', '▁santé', '.', '▁Officier', '▁du', '▁10', '▁octobre', '▁2011', '.']"
84,JORFTEXT000048734605,JORFARTI000048734606,1,,34,"M. Versier (Gilbert, Paul, Michel), chirurgien orthopédiste et traumatologue d'établissements hospitaliers. Officier du 17 novembre 2016.","[30, 11, 353, 28, 10, 1025, 21, 176, 319, 1853, 5, 1935, 5, 1541, 59, 1507, 128, 8, 299, 839, 765, 81, 172, 1038, 12, 2116, 248, 666, 663, 3120, 16, 4, 717, 10, 1998, 10, 11, 3227, 6, 264, 125, 844, 11]","['▁M', '.', '▁V', 'er', 's', 'ier', '▁(', 'G', 'il', 'bert', ',', '▁Paul', ',', '▁Michel', '),', '▁chirurgie', 'n', '▁', 'or', 'th', 'op', 'é', 'd', 'iste', '▁et', '▁tr', 'au', 'ma', 'to', 'logue', '▁d', ""'"", 'établissement', 's', '▁hospitalier', 's', '.', '▁Officier', '▁du', '▁17', '▁novembre', '▁2016', '.']"
85,JORFTEXT000048734607,,0,,0,fr/lr/decret/PRER2326408D/2023-12-31,"[33, 15, 35, 15, 77, 167, 15, 2899, 200, 107, 1010, 893, 76, 747, 444]","['▁fr', '/', 'lr', '/', 'de', 'cret', '/', 'PRE', 'R', '232', '64', '08', 'D', '/2023-12-', '31']"
86,JORFTEXT000048734607,JORFVERS000048734607,0,,0,Décret du 29 décembre 2023 portant promotion et nomination à titre exceptionnel dans l'ordre national de la Légion d'honneur,"[168, 6, 381, 75, 24, 44, 899, 12, 78, 14, 97, 2544, 43, 9, 4, 636, 194, 3, 7, 1934, 16, 4, 1873]","['▁Décret', '▁du', '▁29', '▁décembre', '▁2023', '▁portant', '▁promotion', '▁et', '▁nomination', '▁à', '▁titre', '▁exceptionnel', '▁dans', '▁l', ""'"", 'ordre', '▁national', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur']"
87,JORFTEXT000048734607,JORFARTI000048734608,1,,1,"Par décret du Président de la République en date du 29 décembre 2023, pris sur le rapport de la Première ministre et des ministres et visé pour son exécution par le grand chancelier de la Légion d'honneur, vu les déclarations du conseil de l'ordre portant que les présentes promotions et nominations sont faites en conformité des lois, décrets et règlements en vigueur, et notamment de l'article R. 27 du code de la Légion d'honneur, de la Médaille militaire et de l'ordre national du Mérite, le conseil des ministres entendu, sont promus ou nommés, pour prendre rang à compter de la date de réception dans leur grade :","[53, 70, 6, 358, 3, 7, 55, 19, 38, 6, 381, 75, 54, 543, 72, 22, 1647, 3, 7, 90, 290, 34, 12, 13, 34, 10, 12, 1213, 37, 273, 8, 148, 36, 22, 1315, 3494, 3, 7, 1934, 16, 4, 1873, 5, 1239, 25, 1761, 10, 6, 267, 3, 9, 4, 636, 44, 171, 25, 47, 88, 899, 10, 12, 78, 10, 52, 1221, 88, 19, 2522, 13, 373, 10, 5, 70, 10, 12, 937, 10, 19, 478, 5, 12, 953, 3, 9, 4, 40, 103, 11, 262, 6, 68, 3, 7, 1934, 16, 4, 1873, 5, 3, 7, 3815, 18, 838, 12, 3, 9, 4, 636, 194, 6, 3072, 5, 22, 267, 13, 34, 10, 4505, 5, 52, 2479, 10, 63, 502, 5, 37, 8, 1299, 1810, 14, 64, 28, 3, 7, 38, 3, 2143, 43, 257, 261, 27]","['▁Par', '▁décret', '▁du', '▁Président', '▁de', '▁la', '▁République', '▁en', '▁date', '▁du', '▁29', '▁décembre', '▁2023,', '▁pris', '▁sur', '▁le', '▁rapport', '▁de', '▁la', '▁P', 'remière', '▁ministre', '▁et', '▁des', '▁ministre', 's', '▁et', '▁visé', '▁pour', '▁son', '▁', 'exécution', '▁par', '▁le', '▁grand', '▁chancelier', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁vu', '▁les', '▁déclaration', 's', '▁du', '▁conseil', '▁de', '▁l', ""'"", 'ordre', '▁portant', '▁que', '▁les', '▁présent', 'es', '▁promotion', 's', '▁et', '▁nomination', 's', '▁sont', '▁fait', 'es', '▁en', '▁conformité', '▁des', '▁loi', 's', ',', '▁décret', 's', '▁et', '▁règlement', 's', '▁en', '▁vigueur', ',', '▁et', '▁notamment', '▁de', '▁l', ""'"", 'article', '▁R', '.', '▁27', '▁du', '▁code', '▁de', '▁la', '▁Légion', '▁d', ""'"", 'honneur', ',', '▁de', '▁la', '▁Médaill', 'e', '▁militaire', '▁et', '▁de', '▁l', ""'"", 'ordre', '▁national', '▁du', '▁Mérite', ',', '▁le', '▁conseil', '▁des', '▁ministre', 's', '▁entendu', ',', '▁sont', '▁promu', 's', '▁ou', '▁nommés', ',', '▁pour', '▁', 'prendre', '▁rang', '▁à', '▁compt', 'er', '▁de', '▁la', '▁date', '▁de', '▁réception', '▁dans', '▁leur', '▁grade', '▁:']"
88,JORFTEXT000048734607,JORFARTI000048734608,1,,2,Ministère de l'intérieur et des outre-mer,"[2783, 3, 9, 4, 238, 12, 13, 226, 17, 198]","['▁Ministère', '▁de', '▁l', ""'"", 'intérieur', '▁et', '▁des', '▁outre', '-', 'mer']"
89,JORFTEXT000048734607,JORFARTI000048734608,1,,3,Au grade de chevalier,"[191, 261, 3, 8, 591, 1101, 1025]","['▁Au', '▁grade', '▁de', '▁', 'che', 'val', 'ier']"
90,JORFTEXT000048734607,JORFARTI000048734608,1,,4,"Mme Asset (Adeline, Isabelle), gardienne de la paix ; 11 ans de services.","[48, 82, 10, 10, 296, 21, 26, 77, 2171, 5, 1500, 59, 970, 1069, 2027, 3, 7, 409, 114, 2107, 46, 311, 225, 3, 177, 11]","['▁Mme', '▁A', 's', 's', 'et', '▁(', 'A', 'de', 'line', ',', '▁Isabelle', '),', '▁g', 'ard', 'ienne', '▁de', '▁la', '▁p', 'a', 'ix', '▁;', '▁11', '▁ans', '▁de', '▁services', '.']"
91,JORFTEXT000048734607,JORFARTI000048734608,1,,5,"Mme Jozwiack (Chloé, Éliane, Régine), policière adjointe ; 1 an de services.","[48, 2188, 434, 692, 655, 2555, 21, 3981, 5, 8, 384, 149, 2352, 5, 103, 2172, 573, 59, 8, 3510, 185, 1335, 845, 46, 50, 1054, 3, 177, 11]","['▁Mme', '▁Jo', 'z', 'w', 'ia', 'ck', '▁(', 'Chloé', ',', '▁', 'É', 'l', 'iane', ',', '▁R', 'égi', 'ne', '),', '▁', 'poli', 'c', 'ière', '▁adjointe', '▁;', '▁1', '▁an', '▁de', '▁services', '.']"
92,JORFTEXT000048734607,JORFARTI000048734608,1,,6,"M. Laurent (Cédric, Michel, Germain), gardien de la paix ; 19 ans de services.","[30, 11, 1698, 21, 2655, 5, 1541, 5, 8, 3431, 59, 970, 1069, 1956, 3, 7, 409, 114, 2107, 46, 196, 225, 3, 177, 11]","['▁M', '.', '▁Laurent', '▁(', 'Cédric', ',', '▁Michel', ',', '▁', 'Germain', '),', '▁g', 'ard', 'ien', '▁de', '▁la', '▁p', 'a', 'ix', '▁;', '▁19', '▁ans', '▁de', '▁services', '.']"
93,JORFTEXT000048734607,JORFARTI000048734608,1,,7,Ministère de l'éducation nationale et de la jeunesse,"[2783, 3, 9, 4, 423, 73, 12, 3, 7, 596]","['▁Ministère', '▁de', '▁l', ""'"", 'éducation', '▁nationale', '▁et', '▁de', '▁la', '▁jeunesse']"
94,JORFTEXT000048734607,JORFARTI000048734608,1,,8,Au grade de chevalier,"[191, 261, 3, 8, 591, 1101, 1025]","['▁Au', '▁grade', '▁de', '▁', 'che', 'val', 'ier']"
95,JORFTEXT000048734607,JORFARTI000048734608,1,,9,"M. Laribi (Benjamin, Saïd, Jean), assistant d'éducation ; 8 ans de services.","[30, 11, 80, 413, 1600, 21, 3207, 5, 1637, 0, 172, 5, 387, 59, 8, 2194, 16, 4, 423, 46, 223, 225, 3, 177, 11]","['▁M', '.', '▁La', 'ri', 'bi', '▁(', 'Benjamin', ',', '▁Sa', 'ï', 'd', ',', '▁Jean', '),', '▁', 'assistant', '▁d', ""'"", 'éducation', '▁;', '▁8', '▁ans', '▁de', '▁services', '.']"
96,JORFTEXT000048734607,JORFARTI000048734608,1,,10,Ministère de l'enseignement supérieur et de la recherche,"[2783, 3, 9, 4, 318, 252, 12, 3, 7, 316]","['▁Ministère', '▁de', '▁l', ""'"", 'enseignement', '▁supérieur', '▁et', '▁de', '▁la', '▁recherche']"
97,JORFTEXT000048734607,JORFARTI000048734608,1,,11,Au grade d'officier,"[191, 261, 16, 4, 2180]","['▁Au', '▁grade', '▁d', ""'"", 'officier']"
98,JORFTEXT000048734607,JORFARTI000048734608,1,,12,"M. Bloch (Gilles, Fernand), ingénieur, biophysicien, médecin, président du Muséum national d'histoire naturelle. Chevalier du 24 février 2016.","[30, 11, 94, 670, 556, 21, 176, 723, 10, 5, 4669, 59, 773, 5, 2935, 801, 245, 10, 2428, 291, 5, 539, 5, 473, 6, 2867, 804, 194, 16, 4, 2811, 1134, 11, 906, 18, 1101, 1025, 6, 269, 135, 844, 11]","['▁M', '.', '▁B', 'lo', 'ch', '▁(', 'G', 'ille', 's', ',', '▁Fernand', '),', '▁ingénieur', ',', '▁bio', 'ph', 'y', 's', 'ici', 'en', ',', '▁médecin', ',', '▁président', '▁du', '▁Musé', 'um', '▁national', '▁d', ""'"", 'histoire', '▁naturelle', '.', '▁Ch', 'e', 'val', 'ier', '▁du', '▁24', '▁février', '▁2016', '.']"
99,JORFTEXT000048734607,JORFARTI000048734608,1,,13,Ministère de la transition écologique et de la cohésion des territoires,"[2783, 3, 7, 301, 374, 12, 3, 7, 367, 13, 327]","['▁Ministère', '▁de', '▁la', '▁transition', '▁écologique', '▁et', '▁de', '▁la', '▁cohésion', '▁des', '▁territoires']"
